Order State,Department Name,Product Name,Product Price,Order Item Discount,Order Item Quantity,Order Item Total,Order Profit Per Order,Days for shipment (scheduled),Days for shipping (real),Delivery Status
Western Australia,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,13,1,86.98999786,9.8299999239999991,4,3,Advance shipping
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,0.600000024,1,59.38999939,18.40999985,4,3,Advance shipping
Australian Capital Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,-28.95999908,4,6,Late delivery
Victoria,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,5.400000095,1,54.59000015,17.73999977,4,6,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,6,1,53.99000168,24.299999239999998,4,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,17.549999239999998,4,2,Advance shipping
Queensland,Apparel,Summer dresses,215.8200073,21.57999992,1,194.2400055,89.34999847,4,4,Shipping on time
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,7.199999809,1,52.79000092,15.31000042,4,6,Late delivery
Queensland,Apparel,Porcelain crafts,461.480011,59.99000168,1,401.4899902,-95.55000305,4,4,Shipping on time
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,16.89999962,1,113.0899963,-12.77999973,4,3,Advance shipping
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,37.34999847,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,9.720000267,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,20.799999239999998,1,109.1900024,-33.74000168,4,4,Shipping on time
Northern Territory,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,38.36999893,4,5,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,23.39999962,1,106.5899963,35.18000031,4,3,Advance shipping
South Australia,Pet Shop,Adult dog supplies,84.40000153,1.690000057,1,82.70999908,38.86999893,2,5,Late delivery
Victoria,Pet Shop,Adult dog supplies,84.40000153,2.529999971,1,81.87000275,25.62000084,2,4,Late delivery
Tasmania,Pet Shop,Adult dog supplies,84.40000153,5.909999847,1,78.48999786,-15.69999981,2,3,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,7,1,92.98999786,-68.16000366,2,3,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,1.200000048,1,58.79000092,21.15999985,2,2,Shipping on time
Queensland,Apparel,Men's gala suit,210.8500061,4.21999979,1,206.6300049,61.99000168,2,3,Late delivery
Queensland,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,1.799999952,1,58.18999863,-42.65000153,2,2,Shipping on time
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,5.199999809,1,124.7900009,57.40000153,2,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,7.150000095,1,122.8399963,-12.27999973,2,6,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,9.100000381,1,120.8899994,31.43000031,2,5,Late delivery
Queensland,Apparel,Men's gala suit,210.8500061,18.97999954,1,191.8699951,69.0699997,2,3,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,38.61000061,2,3,Late delivery
Queensland,Apparel,Summer dresses,215.8200073,21.57999992,1,194.2400055,-142.3800049,2,4,Late delivery
New South Wales,Apparel,Summer dresses,215.8200073,28.05999947,1,187.7599945,52.5699997,2,5,Late delivery
Queensland,Apparel,Summer dresses,215.8200073,28.05999947,1,187.7599945,18.78000069,2,2,Shipping on time
New South Wales,Apparel,Baby sweater,59.08000183,8.859999657,1,50.22000122,24.61000061,2,3,Late delivery
Australian Capital Territory,Apparel,Children's heaters,357.1000061,60.70999908,1,296.3900146,106.6999969,2,4,Late delivery
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,22.10000038,1,107.8899994,39.15999985,2,3,Late delivery
Western Australia,Apparel,Men's gala suit,210.8500061,52.70999908,1,158.1399994,77.48999786,2,6,Late delivery
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,32.5,1,97.48999786,29.25,2,3,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,1.5,1,48.5,15.18000031,2,3,Late delivery
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,1.600000024,1,38.38999939,-31.97999954,2,3,Late delivery
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,6,1,44,2.7699999809999998,2,5,Late delivery
South Australia,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,8,1,31.98999977,-25.59000015,2,4,Late delivery
Victoria,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1,299.980011,80.98999786,2,5,Late delivery
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,135.7899933,2,6,Late delivery
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9.600000381,1,50.38999939,23.68000031,1,2,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,8,1,42,15.25,1,2,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,60,1,239.9799957,45.11999893,1,2,Late delivery
New South Wales,Discs Shop,CDs of rock,11.28999996,1.129999995,1,10.15999985,1.019999981,1,2,Late delivery
New South Wales,Discs Shop,Rock music,260.6499939,39.09999847,1,221.5500031,99.69999695,1,2,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,4.800000191,2,115.1800003,-85.23000336,1,2,Late delivery
Tasmania,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,20.39999962,2,99.58000183,45.81000137,1,2,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,39,3,260.9700012,-191.2899933,1,2,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,44.99000168,3,134.9799957,11.60999966,1,2,Late delivery
New South Wales,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10,5,189.9499969,61.72999954,1,2,Late delivery
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,62.5,5,187.5,14.06000042,1,2,Late delivery
Western Australia,Pet Shop,Adult dog supplies,84.40000153,12.65999985,1,71.73999786,2.1500000950000002,0,1,Late delivery
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,15,1,84.98999786,-62.29999924,0,0,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,62.40000153,0,0,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,32.5,1,97.48999786,8.5799999239999991,0,0,Shipping on time
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,8.5,1,41.5,20.34000015,0,0,Shipping on time
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1,299.980011,137.9900055,0,0,Shipping on time
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,14,2,185.9799957,-2.5999999049999998,0,0,Shipping on time
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,3.5999999049999998,2,116.3799973,30.26000023,0,0,Shipping on time
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,15,2,85,8.5,0,1,Late delivery
New South Wales,Apparel,Perfect Fitness Perfect Rip Deck,59.99000168,9.899999619,3,170.0700073,47.61999893,0,0,Shipping on time
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,25.5,3,124.5,59.75999832,0,0,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,3,1,296.980011,32.66999817,4,4,Shipping on time
Victoria,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,3,1,296.980011,-18.70999908,4,3,Advance shipping
Australian Capital Territory,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,6,1,293.980011,36.75,4,3,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,8,1,391.980011,19.60000038,4,6,Late delivery
Western Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,8,1,391.980011,109.75,4,4,Shipping on time
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,9,1,290.980011,75.65000153,4,6,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,108.6299973,4,5,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,7.760000229,4,6,Late delivery
Western Australia,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,83.51000214,4,6,Late delivery
Australian Capital Territory,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,12,1,287.980011,100.7900009,4,3,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,16,1,383.980011,42.24000168,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,15,1,284.980011,136.7899933,4,2,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,20,1,379.980011,98.80000305,4,4,Shipping on time
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,20,1,379.980011,182.3899994,4,2,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,16.5,1,283.480011,130.3999939,4,2,Advance shipping
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,22,1,377.980011,102.0500031,4,3,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,27,1,272.980011,128.3000031,4,3,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,40,1,359.980011,18,4,5,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,48,1,351.980011,57.36999893,4,4,Shipping on time
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,39,1,260.980011,-60.81000137,4,6,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,39,1,260.980011,122.6600037,4,2,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,39,1,260.980011,114.8300018,4,6,Late delivery
South Australia,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,52,1,347.980011,104.3899994,4,2,Advance shipping
Tasmania,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,48,1,251.9799957,70.55999756,4,4,Shipping on time
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,64,1,335.980011,13.43999958,4,2,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,51,1,248.9799957,62.25,4,4,Shipping on time
Tasmania,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,51,1,248.9799957,12.44999981,4,4,Shipping on time
Victoria,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,51,1,248.9799957,-423.269989,4,5,Late delivery
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,51,1,248.9799957,31.12000084,4,2,Advance shipping
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,68,1,331.980011,116.1900024,4,3,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,118.0699997,4,4,Shipping on time
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,-180.3099976,4,2,Advance shipping
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,54,1,245.9799957,58.54000092,4,5,Late delivery
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,91.83999634,4,3,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,-112.5,4,4,Shipping on time
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,60,1,239.9799957,62.40000153,4,4,Shipping on time
New South Wales,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,60,1,239.9799957,63.11999893,4,2,Advance shipping
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,80,1,319.980011,116.1500015,4,4,Shipping on time
Victoria,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,75,1,224.9900055,81.66999817,4,2,Advance shipping
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,75,1,224.9900055,19.799999239999998,4,2,Advance shipping
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,100,1,299.9899902,134.9900055,4,5,Late delivery
New South Wales,Book Shop,Sports Books,31.07999992,0.620000005,1,30.45999908,10.65999985,4,3,Advance shipping
New South Wales,Book Shop,Sports Books,31.07999992,1.24000001,1,29.84000015,12.52999973,4,6,Late delivery
New South Wales,Discs Shop,DVDs,164.3800049,0,1,164.3800049,77.26000214,4,2,Advance shipping
Queensland,Discs Shop,CDs of rock,11.28999996,0.230000004,1,11.06000042,0.829999983,4,6,Late delivery
Queensland,Discs Shop,DVDs,164.3800049,3.289999962,1,161.0899963,56.38000107,4,5,Late delivery
Australian Capital Territory,Discs Shop,Fighting video games,39.75,0.800000012,1,38.95999908,7.7899999619999996,4,3,Advance shipping
Australian Capital Territory,Discs Shop,Rock music,260.6499939,10.43000031,1,250.2200012,120.1100006,4,5,Late delivery
Victoria,Discs Shop,Fighting video games,39.75,1.590000033,1,38.15999985,-27.96999931,4,3,Advance shipping
Victoria,Discs Shop,DVDs,164.3800049,9.039999962,1,155.3399963,-108.7399979,4,5,Late delivery
Queensland,Discs Shop,Fighting video games,39.75,2.779999971,1,36.97000122,10.350000380000001,4,4,Shipping on time
Queensland,Discs Shop,Fighting video games,39.75,3.579999924,1,36.16999817,6.329999924,4,5,Late delivery
Queensland,Discs Shop,CDs of rock,11.28999996,1.690000057,1,9.600000381,0.379999995,4,5,Late delivery
Tasmania,Discs Shop,DVDs,164.3800049,26.299999239999998,1,138.0800018,-13.81000042,4,5,Late delivery
South Australia,Discs Shop,DVDs,164.3800049,26.299999239999998,1,138.0800018,60.75,4,4,Shipping on time
South Australia,Discs Shop,CDs of rock,11.28999996,1.919999957,1,9.369999886,1.059999943,4,5,Late delivery
New South Wales,Discs Shop,DVDs,164.3800049,29.59000015,1,134.7899933,62,4,3,Advance shipping
Victoria,Discs Shop,Fighting video games,39.75,7.159999847,1,32.59999847,11.02000046,4,5,Late delivery
Victoria,Pet Shop,Adult dog supplies,84.40000153,1.690000057,1,82.70999908,21.51000023,4,5,Late delivery
Queensland,Pet Shop,Adult dog supplies,84.40000153,3.380000114,1,81.01999664,21.87999916,4,2,Advance shipping
Victoria,Fitness,Nike Men's Comfort 2 Slide,44.99000168,0.899999976,1,44.09000015,16.30999947,4,5,Late delivery
Australian Capital Territory,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,5.5,1,94.48999786,44.40999985,4,6,Late delivery
Victoria,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,12,1,87.98999786,-64.5,4,3,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,20,1,79.98999786,-20.55999947,4,2,Advance shipping
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1,129.9900055,62.40000153,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1.299999952,1,128.6900024,46.70999908,4,3,Advance shipping
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2.5999999049999998,1,127.3899994,57.33000183,4,3,Advance shipping
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3.9000000950000002,1,126.0899963,31.52000046,4,2,Advance shipping
Western Australia,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,13,1,116.9899979,40.95000076,4,4,Shipping on time
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,15.600000380000001,1,114.3899994,-24.8199997,4,5,Late delivery
Queensland,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,19.5,1,110.4899979,-25.73999977,4,2,Advance shipping
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,26,1,103.9899979,10.399999619999999,4,2,Advance shipping
Victoria,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,32.5,1,97.48999786,0,4,4,Shipping on time
New South Wales,Apparel,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,32.5,1,97.48999786,45.8199997,4,5,Late delivery
Victoria,Golf,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0.400000006,1,39.59000015,3.4800000190000002,4,3,Advance shipping
Queensland,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,2,1,48,23.52000046,4,3,Advance shipping
New South Wales,Golf,Nike Men's Dri-FIT Victory Golf Polo,50,10,1,40,19.200000760000002,4,3,Advance shipping
South Australia,Outdoors,Lawn mower,532.5800171,53.25999832,1,479.3200073,86.27999878,4,5,Late delivery
Victoria,Outdoors,Lawn mower,532.5800171,85.20999908,1,447.3699951,-1140.790039,4,4,Shipping on time
Victoria,Outdoors,Lawn mower,532.5800171,133.1499939,1,399.4400024,-306.3699951,4,4,Shipping on time
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,12,1,387.980011,-258.7799988,4,3,Advance shipping
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,27,1,272.980011,37.66999817,4,5,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,-64.26000214,4,5,Late delivery
Australian Capital Territory,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,30,1,269.980011,-54,4,6,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,48,1,351.980011,26.39999962,4,6,Late delivery
Queensland,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,48,1,351.980011,175.9900055,4,5,Late delivery
Queensland,Fan Shop,Diamondback Women's Serene Classic Comfort Bi,299.980011,45,1,254.9799957,-170.0700073,4,3,Advance shipping
Victoria,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,64,1,335.980011,167.9900055,4,5,Late delivery
New South Wales,Fan Shop,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,72,1,327.980011,154.1499939,4,5,Late delivery
South Australia,Discs Shop,DVDs,164.3800049,6.579999924,1,157.8000031,37.86999893,4,5,Late delivery
South Australia,Discs Shop,DVDs,164.3800049,21.37000084,1,143.0099945,68.65000153,4,6,Late delivery
South Australia,Discs Shop,CDs of rock,11.28999996,1.690000057,1,9.600000381,2.5,4,2,Advance shipping
Victoria,Discs Shop,DVDs,164.3800049,27.94000053,1,136.4400024,31.37999916,4,4,Shipping on time
New South Wales,Discs Shop,Fighting video games,39.75,6.760000229,1,32.99000168,-56.09000015,4,5,Late delivery
New South Wales,Discs Shop,DVDs,164.3800049,32.88000107,1,131.5,65.75,4,4,Shipping on time
Victoria,Fitness,Nike Men's Comfort 2 Slide,44.99000168,32.38999939,4,147.5700073,69.36000061,4,2,Advance shipping
New South Wales,Footwear,Nike Men's Free 5.0+ Running Shoe,99.98999786,59.99000168,4,339.9700012,63.90999985,4,4,Shipping on time
